,genre_score,rating,review,runtime,year
293,11.0,3.2,"I will assume this movie was some sort of a school project, and given
that Cathy Scorsese is Martin Scorsese's daughter, and god knows who
Kenneth M. Waddell is, but he must be related to him as well, and that
would explain why a few known actors, Ray Liotta and Mr. Scorsese
himself, are all appearing in this amateur piece.Though I will never know how Martin Scorsese could've read this script
and not suggest any changes to it, it all starts with the weak script
dealing with the theme of (SPOILERS: AI and being in a simulation
:SPOILERS), something that has been done a million times before, but
fails badly at this incarnation because of the weak script, with no
tangible plot and lame characters.Now comes the production, yes, it's shot on what looks like HDV, yes
the production value is mediocre, but that's understandable with a
small budget, but what is not excusable is the horrible editing, CGI,
directing and sound production, this is the worst sound editing and
mixing I've ever heard in my life in a ""professional"" project, I've
seen YouTube videos with better production, and I've seen CGI done by
kids that were miles ahead of the pathetic stuff done in this movie.",110,2015
294,16.0,7.5,"The latest directorial effort from fashion designer Tom Ford, Nocturnal
Animals is an assault on the senses. I say this as a complement though.
From the gaudy and gratuitous opening credits to it's varied palette of
moody colours, it screams excess and expense. But unlike many movies
that feature visuals like these, the movie doesn't paint them
positively. Instead, our main character is trapped in a terrifying
limbo of what she admits is her own creation. One day, she receives a
manuscript from her ex-husband, played by Jake Gyllenhal. Due to their
rough split almost two decades prior, she reads into every word. The manuscript weaves a story that resonates with her broken state of
living. She wonders. Is it a threat? Just a harmless attempt to
reconnect? Or something else entirely? Cue top class acting and a story
that is as dark as they come. This is a short review and there is a
reason why. Nocturnal Animals is a movie best experienced with as
little prior knowledge of the plot as possible. So, get out there. In
the jungle of mostly underwhelming movies that is 2016, this is a movie
you can't miss out on.",116,2016
295,6.333333333333333,0.0,"When I first walk into theater, I was not expecting much of this. Yeah,
the first moments were so cliché I thought this would just be a
mediocre movie at best. But after the movie, everything changed, and
this became one of the best movies I've seen in years The director use
beautifully rendered CGI to deliver the emotions of a struggling young
boy coping with reality. It was already a hard concept that few movie
successfully delivered, and yet he make so many people I know broke
down in tears. Moreover, he also make use of the visual to express the
incredibly complicated yet meaningful plot of the movie, constantly
changing between fantasy and reality, truth and lies, acceptance and
the growing of a boy into adulthood. The main actor while only a young
man has already show signs of greatness, you can only wonder if he had
already gone through all of this. He also actually took the time to
developed each character, making the audiences attach to each and
everyone of them. Which is why the ending was even more dramatic and
sad for many of us And the soundtrack, oh man, the soundtrack just hit
me where it really feels, this is probably the best part of this movie.
Whether it's total silence for contemplation of characters or full- on
orchestral work for the climax or the sad violin, man, they totally
nailed it.",0,2016
296,5.0,5.5,"First of all, I loved the first one. My absolute favorite Christmas
movie of all time. Most other Christmas movies are about magic and all
that. How about some realism, dosed with cynicism, sarcasm, curses and
other insults? Now that's what Christmas deserves and that's what we
all deserve for Christmas. Some of the comments referred to the first movie as *the original*. Not
quite accurate, because this is no remake. Two reasons I liked this one too:- Billy Bob & Tony Cox .. a dream combo .. foul mouthed and screwed up
to the bone. I'd watch these guys just sit opposite each other and talk
trash to each other for days.And one more thing: Of course this movie can't beat the first one.
Also, it doesn't need to. It's fun. That's what any holiday should be
about. I had fun watching it. Merry Christmas!6.4/10",92,2016
297,4.5,7.9,nothing,137,2016
298,9.4,8.2,nothing,139,2016
299,4.5,6.1,"DARK MATTER is a film that will polarize audiences: for those who seek
understanding of the clashes between science and 'religion' and the
matrix from which tragedy grows the film will appeal, and for the
audiences who demand tidy stories with happy resolutions the film will
not please. Apparently 'based on true events', this story has many
layers that invite discussion and reveals some facts about the American
Academia that many would rather not know. Liu Xing (Ye Liu) comes from a poor family in Beijing, but rises to
hopeful heights due to his exceptional scientific intelligence and is
invited to a prestigious university to study with Cosmology professor
Jacob Reiser (Aidan Quinn), the author of the Reiser String Theory -
the entire universe is tied into a compact single ball of cosmic wax.
Liu Xing encounters initial success not only academically but also as a
fresh young student, barely able to speak English, who is taken under
the wing of the kind matron of Chinese culture, Johanna Silver (Meryl
Streep). Liu Xing develops his own theory that the universe is united
by massive amounts of unseen Dark Matter. When the student's theory
conflicts with Reiser's theory, the negative results begin to affect
each of the characters: Liu Xing sees his dream of earning a PhD in
Cosmology and winning the Nobel Prize for his theory destroyed by the
powers of academia and as he watches his fellow Chinese students
succeed, he is plagued with low self esteem as he attempts to support
his family in Beijing with money earned selling cosmetics door to door.
The downfall of a simple genius destroyed by the inner workings of
academia leads to unimaginable tragedy. Billy Shebar's screenplay tinkers with the story's credibility with a
heavy dose of sentimentality at times, but director Shi-Zheng Chen
keeps the story moving by allowing the audience to witness frequent
glimpses of Liu Xing's humble Beijing home life. The star of the film
is the very talented Ye Liu, but Streep and Quinn carry their rather
minor roles with great dignity and understatement. This is a moving
story, too frequently repeated in our campuses to overlook. There is
much more to this film than first viewings reveal. Grady Harp",88,2007
300,5.0,6.3,"When I was a kid, I used to watch BAND OF THE HAND all the time because it
always came on HBO. I know it's a cheesie movie, but there's something
about it that makes it cool. Is it the fact that Bob Dylan sings the
theme
song? Is it future star Laurence Fishburne in an embarrassing pre-fame
role
as a drug lord? Or is it the cool shootout's on the playground and the
drug
factory? Whatever the case, it's a neat nostalgic piece from the
Reagan-era
anti-drug Zeitgeist, and it just equals cool.",109,1986
301,8.5,6.0,"I'll keep this short; 'The Escort' has covered most of a touching
movie. Bouncing between the edges of morality, love, humour and drama
you'll find a chemical reaction between two well played characters both
struggling with their shadow sides of life.Both Fonseca and Doneger performing par excellence and in contrast to
the sufficient (sometimes close to over-)acting by Campbell and other
co-stars.The story itself is a contemporary version of existing grandeurs like
'Pretty Woman' and 'Indecent proposal'. If there is anything negative
to mention it is the lacking depth and meagre storyline.Not a rough diamond but certainly a polished ruby, well worth viewing.",88,2016
302,8.0,4.4,"Three first-rate performers made me think this was going to be good. In
fact, I kept watching and waiting for the ah-ha moment. But it never
comes, and the movie ends with no resolution of anything. Nothing is
ever explained. What is it that had the wife so upset the night before
her death (or some short time prior at least)? What caused the conflict
between the wife and her mother? Why did the mother invite the husband
to her home, and why did he accept? Certainly, she never seemed like
she actually wanted him there and he didn't seem like he wanted to be
there. Sure, I can understand two people sharing their grief, but there
is nothing but tension between them save for a brief moment or two. Why
did the husband bring the wife's ashes on his visit, then lie about it
- and what did he do with them in the end. Far too many unanswered
questions for me to enjoy this film, though the performances are very
good, as expected. Watch only if you want to find solace in it being
over.",82,2015
303,11.333333333333334,6.8,nothing,117,2016
304,7.666666666666667,7.2,nothing,108,2016
305,3.6666666666666665,6.2,"""Breakout"" is a lightweight action film but worth a peek, especially if
you're a Charles Bronson fan. It's not one of his best movies but manages
to
be entertaining, albeit corny, most of the time. If you want to see a
great
movie with Bronson in it, check out ""The Magnificent Seven;"" if you want
to
see a great Charles Bronson movie, watch ""The Mechanic.""",96,1975
306,8.0,7.9,"Playing for Time deserved theatrical release, but as TV fare, perhaps
among
the finest, ranking up there with The Autobiography of Miss Jane Pittman.
Being a Jew, I received a lot of flak for applauding Vanessa Redgrave's
magnificent performance, but one needs to separate the art from the
politics. While physically Ms. Redgrave does not at all resemble the real
Fanelon, one can't help feeling that she captured the role. My only
criticism is the newswreel type footage used to depict the moving trains.
First rate movie",150,1980
307,12.5,3.6,"I'm from Texas so I thought I knew big hair, but the female villain in
this movie had humongous hair. Whenever she was on the screen I
couldn't concentrate on anything but her hair. Take about stage
presence! There seemed to be a lot of people with hearing problems in
this movie also. There was a traffic warden writing out a parking
ticket who somehow didn't notice the owner plunging toward the car
screaming at the top of his lungs until he hit the car. Then there was
a guy in a phone booth who couldn't hear a huge bulldozer coming at him
until it was 5 feet away. All the hit men in this movie seemed a bit
deaf, no one had to sneak up on them. The one handed 'hero' of this
movie was so whiny and ineffective that it was funny. The bar-fight was
pretty funny. There is a priceless scene where the hero and his
girlfriend just had sex and judging from their expressions, it wasn't
good for either one of them. It made me laugh out loud. This movie is
on the 50 Movie Pack Martial Arts set if you want to see a lot of bad
movies (with a few decent ones).",0,1976
308,6.5,7.4,"What seems to be the typical ""teen"" movie of young teenagers in high
school ends up being an unusual movie of its kind. I explain: although
it is true that the film is a teen movie (it does not deceive anyone),
it is also true that it is more complex and adult than it appears at
first glance.It is true that the film has the typical clichés of the genre, I will
not lie, but still breaks with the typical dynamics of these films, as
it shows a fragile girl and reveals all her fears. The viewer sees how
Nadine is with her problems and concerns.Mention aside its two protagonists: Haliee Steinfeld. It is the ideal
actress for the character of Nadine, she is the queen of the film and
manages to make her character credible at all times, getting you to
empathize with her and make the film an extraordinary work within the
genre. Without she, the film probably would not have been just as good.
The other character is Woody Harrelson. Seriously, incredible, all the
scenes that come out are great. He does a very good role, and the
peculiar Nadine-professor couple with their conversations are the best.To finish, to say that it is a film that is very worthwhile, and that
reflects in a superb way the stage that we have all passed, that stage
that can be wonderful as well as tragic, that we are misunderstood by
all and believe that nobody Understands, that terrifies us and that we
have all had to face it with fear to finish knowing ourselves: the
adolescence.Highly recommended.",104,2016
309,14.333333333333334,5.8,"""Young"" Billy Young(Walker) is on the run after having killed a ruthless
Mexican general. He runs into sheriff Mitchum, who ""makes him an offer he
can't refuse"", i.e. to become his deputy. The young man is reluctant at
first, but with bad guy Fred Boone on his way to town, he realizes that
his
help will be more than welcome.However, if you think that the story centres on any of these events, you
are
wrong. It's a bit of everything and always too little of it, if you know
what I mean. For example,you hear the characters talk every now and then
about the bad guy Fred Boone.
However, you won't get to see him until the final gunfight, which is over
before you know it. Perhaps, the film is most interesting for fans of
Robert
Mitchum. He has a great part as the aging sheriff and obviously has a lot
of
fun playing it too.
In fact, he must be one of the most enjoyable characters I have ever seen
in
an old western.(better than most John Wayne parts)The acting is actually overall quite good. Angie Dickinson too has a nice
part as a local ""dancer"". The story isn't too bad either, except then for
the fact that it seems awfully shortened. The film as a whole lasts only a
mere 89 minutes and that's just too short for the potential it has in
it.
So: not bad, but not better than 6/10.",89,1969
310,4.0,4.0,"This isn't some hugely high budget mobster comedy like THE WHOLE NINE
YARDS. That is like comparing apples to oranges in content, cash
budget, and casting 'options' when TWNY was a major motion picture.That being said this is charming, endearing, smaller indie version of
OCEANS 11. Some absolute stand outs for casting (Ed O'Ross is a gem in
everything and anything. Vinnie Jones has great presence. ) The fun
camp factor is definitely there with Easterbrook, C. Thomas, Dante. It
is what it is and enjoyable for it!I think the other reviewer who gave it 1 star was harsh or didn't
really see it for what was intended. Give it a shot.",95,2015
311,4.0,5.2,nothing,90,2016
312,8.0,6.3,"This is a coming of age film with a difference. It starts off pretty
typically: a teenage Greta on the brink of adulthood struggling to
navigate her new world. Starting at a new school and having a 15th
birthday party looming forced on her by her well-meaning but clueless
mother, she's faced with making some tough decisions regarding the
relationships in her life. But after having a falling out with her new
best friend at her party, the tone of the movie does a complete 180 as
Greta falls asleep and enters a strange dreamland where she's forced to
confront her fears about growing up, say goodbye to her childhood and
rethink how she views the people in her life. While I really enjoyed
this film, I don't think it was adapted from the play very well. The
dialogue, direction, style of acting and even some of the special
effects are much more suited to the theatre than the cinema. The actors
for the most part do an excellent job, but they can't quite shake the
staginess of it. Despite it's flaws, it's easy to get lost in the fun,
quirkiness of the film and I challenge you to not fall in love with the
characters!",77,2015
313,17.5,8.0,"Louise Banks (Amy Adams) is a linguist who teaches at a College. One
day, twelve giant spacecrafts appear in random locations across the
world overnight. Louise's skills make her a requirement for the U.S
forces, who recruit her - and mathematician Ian Donnelly (Jeremy
Renner) - to attempt to decode and translate the language that the
creatures inside the spacecrafts are using in order to prevent a global
war. Alien invasion films have, frankly, been done to death. Arrival's
script - penned by Eric Heisserer and adapted from Ted Chiang's short
story ""Story of Your Life"" - is ingenious in that it finds an entirely
new angle to focus the whole thing on. Rather than start a war and
depict the bloodshed and trauma of an alien invasion, Arrival focuses
on the struggle to communicate with the creatures (dubbed ""Heptapods""),
and what the aftermath of this could lead to should it not go to plan.
The whole thing is pieced together like a piece of art - the
performances, dialogue, cinematography, soundtrack, screenplay, editing
and direction all form one elegantly structured whole. It's a simply
astonishing feat of film making.Arrival finds strength in just about everything it is comprised of. It
does this to such an extent, in fact, that it's almost impossible to
break it down into individual pieces. Amy Adams is superb here, giving
a subdued but deeply moving performance. A lot of the film rests on her
shoulders for its twists and turns to stick the landing, but she
carries it without breaking a sweat. Never given any big Oscar-esque
moments, Adams tells Louise's story in her softest moments and through
her body language. It's an astoundingly delicate performance. Renner is
also solid, and accompanies Adams nicely, even if he can't help but
feel woefully overshadowed. Louise as a character is the film's most
exciting element - a woman that uses her knowledge and skills to change
the world in ways it has never been changed before, all of which comes
down to language. When Arrival ends, you will spend hours thinking
about yourself and the language you speak and use every day. The
potential behind this story was astronomical, and it delivers in
spades.Much like in his previous film Sicario, Villeneuve has created a
masterful aesthetic in every way. The film's soundtrack, courtesy of
the terrific Jóhann Jóhannsson, is a sublime array of thumping horn
arrangements and softer pieces. The cinematography (by Bradford Young)
is breathtaking, bringing in references and odes to other sci-fi
classics (notably 2001: A Space Oddysey) but successfully acting as a
perfect match to the tone of each sequence. The flashback sequences
focused on Louise's young daughter look and feel like forgotten
memories, while the moments inside the spacecrafts feel entirely alien.
The production design is stunning, the large pitch black objects
hovering over the cities feel instantly dark and foreboding, and the
brief sights of the creatures we're given reveal something wholly
original. In terms of technicalities and aesthetic, Arrival is a thing
of beauty - a unique, visually resplendent film that you never want to
take your eyes off of.But where Arrival hits perfection, though? The emotion. The power
behind the story, and the direction the story takes in its tremendous
final act. This is what makes Arrival such a phenomenal film. It sets
up a story (an already thought-provoking and well paced one, at that),
and then smoothly transforms into something much bigger than you could
ever have expected it to be. Another stroke of ingeniousness is that
the film doesn't do this in one movement. Rather than drop one
bombshell and change its direction, Arrival slowly sets up a series of
events, then puts them in motion one by one, binding everything neatly
around its central character. Y'know that feeling you get when an
absolutely killer plot twist lands? Arrival will give you that feeling
for the entirety of its final act. It is, of course, entirely possible
to work out where it is headed. I did, as a matter of fact, and it just
made the whole thing feel that little bit more special. You either work
it out and watch as it comes to life before your eyes, or you
cluelessly dedicate your time to its finale and feel mesmerised at each
and every turn. Whichever you experience, it is wonderful.Arrival is a film that feels thrilling in its own unique little way.
When it ends, and you discuss it for hours (which is inevitable),
you'll find yourself not focusing on the aliens. You'll be focusing on
the emotional power of it all, on the human side of the story. I've
deliberately left a lot out of this review, just to avoid spoiling the
direction the film takes in its final act. The power behind the
constant twists and turns is game changing; it proves that science
fiction can be, despite what the name might imply, the most human genre
to make a film about. Arrival has some stunning imagery and effects to
play around with, but instead it focuses on language and conversation.
It focuses on humanity and time and memory, and all that is worth
fighting for on this planet. It is a breathtaking achievement, and one
I already cannot wait to experience countless times again. In a year
riddled with emotionless superhero films and crude comedies, Arrival is
a godsend. Villeneuve has been on the verge of a masterpiece for the
last few years, and he has finally landed it. Arrival is a film for the
ages. Seek it out at all costs, and let it transport you across time
and space only to bring you back down to Earth, evoking a feeling you
may never have experienced before. This, people, this right here is why
I adore cinema.",116,2016
314,4.333333333333333,7.1,"""Stick Man"" is a British television short film from the writing team of
the 2 Gruffalo short films and ""Room on the Broom"". It's not difficult
to see that, also without the trademark squirrel and the rhyming verses
from start to finish. It is about a stick man, who is mistaken for a
stick and unlucky coincidence makes it that he gets taken away further
and further from home as the film goes on. It goes on for 26 minutes
and the thing takes place at Christmas. In the end Santa gives to the
stick man after the Stick Man helped Santa before. A cute little film,
mostly for younger audiences, but grown-ups can also have fun. The cast
includes Oscar nominee Sally Hawkins, Emmy winner Martin Freeman (for
the main character) and Golden Globe nominee Hugh Bonnevill voicing
Santa. Not bad for a television production. I personally thought this
was a good watch. No truly great moments, but certainly worth checking
out during the holidays.",27,2015
315,19.0,2.0,no reviews,71,2016
316,15.4,7.8,"This very touching story about a true occurrence during the first
Christmas of the Great War is very moving. Although the truce was not a
generalized event, it did happen in quite a few areas all along the
front line. It was the only moment of sanity in an otherwise gruesome
experience in futility. Twenty years later, these same countries would
be at it again.Karl Marx said that wars are awful events pitting
ordinary people (proletariats) one against another for the benefit of
the wealthy, the powerful, the aristocrats. This aspect is depicted
very well in this movie. I would just like to add a footnote: Alfred
Anderson, the last survivor of the Christmas Truce of 1914 died
November 21th, 2005 at a nursing home in his native Scotland. He was
109 years old. Lest we forget.",116,2005
317,10.0,6.3,nothing,113,2016
318,3.0,5.9,"(Originally published on my blog, whingewood.wordpress.com)The trailer for this made me laugh (the scene with their car and a
mime), so that was enough to convince me to go and watch it.War on Everyone is a buddy-cop black comedy starring Michael Pena and
Alexander Skarsgard, who play corrupt cops. The main plot is that a
heist occurred and they see the money as theirs.The comedy was mixed with parts that were quite surreal; the best
comparison I can think of is to 1991's Hudson Hawk (a film which to
this day is very divisive). Some of the comedy had me laughing until I
was nearly crying (the scene in Reykjavik was probably the best
example).Some more examples include when they kick in a door to a house, guns
out, they still have the burgers they were eating in their other hands.
They find a man bleeding out with a knife in his gut and his wife sat
there crying. So they carry on eating their burgers.Personally, I really enjoyed this film, but it appealed to my sense of
humour, which I fully accept may not be considered the norm (I enjoy
dark humour; Frankie Boyle is one of my favourite comedians for
example). I know that for every person like me that enjoyed this film,
there will be at least one person that absolutely hates it.",98,2016
319,20.5,6.3,"Louis Drax is an accident-prone nine year old. Having endured eight
near-death accidents throughout his life, according to cat years, he
would be on his last and is fully aware that he may never grow up
before his time comes to an end. With this knowledge and history behind
him, he finds himself in a coma after falling off the edge of a cliff,
and the circumstances of which are left a vague mystery to be
uncovered, including the related disappearance of his father. Was it an
accident? Or was it something more? Amidst all this, his doctor becomes
entranced with his mother, despite mysterious warnings to the contrary,
and he finds himself in an unconscious journey of discovery with a
creepy creature.Tonally the movie is all over the place, which can make it feel a
little uneven, but at the same time I felt it kind of worked. The movie
opens with a montage of Louis' life told from a black comedy angle.
Obviously what happens to him isn't exactly nice, but it's played for
laughs. If you don't like black comedy, this opening sequence will turn
you off immediately. This soon gives way to melancholy when the tragedy
unfolds, which is about as much of a stark contrast as you can get.
There's also some freakier moments revolving around the creature, a
typically romantic tone between Pascal and Natalie, and in it's
penultimate moments it shifts more into thriller territory. However, I
never felt this was jarring at all. Every shift in tone suited the
scenes perfectly, and evolved organically from one to the other.It's central driving force is the mystery surrounding the circumstances
of his fall, which inevitably culminates in a twist or two as the
movie's finale approaches. The big twist isn't so much of a twist as it
is a slow evolution over the course of the movie. It's not just
signposted, it's actively developed as we go along and learn more and
more about the characters and their own stories. The way this all comes
to light can be a little hard to swallow, and doesn't take the time to
explain itself, namely telepathy and the ability to talk to the dead.
This is where the more fantastical elements of the movie come to the
forefront, but due to the various shifts in tones, I didn't find this
too much of a leap. It was obviously not attempting to be even remotely
realistic. I just wish they gave some kind of explanation for it rather
than just briskly moving on. There is another minor twist as well
though, and I'll confess that did throw me for a loop, but I won't
spoil that.Aiden Longworth, Jamie Dornan, and Sarah Gadon do really well in their
major roles, without particularly breaking any new ground. Dornan in
particular seems a bit bland in most of his appearances, but I'm not
sure whether that's down to him or what he was given to work with. It
wasn't too much of a distraction either way. However the real stars are
some of the more supporting actors. Oliver Platt and Barbara Hershey
really tear up their limited screen time as Dr. Perez and Louis'
grandmother respectively. And of course Aaron Paul does what he does
best. The chemistry he shares with Longworth goes a long way to
developing their father-son relationship and leads to one of the
movie's most heartbreaking scenes. Again though, I couldn't shake the
feeling that Paul was cast for his ability to cry on demand. I'm not
saying it's a bad thing; I love seeing Aaron Paul cry in movies, as
he's always so genuine with it, but I fear he's getting a little
typecast and may be relying on it too much (not in this movie, just in
general).The big thing that drew me to the movie in the first place though was
the visual quality, and while it's not quite as I expected, I can't say
that I'm disappointed. Almost the entire movie is bathed in a dreamy
glow, both the moments in dream or flashback, and the current events.
It generally gave a very ethereal quality to everything. There was some
differentiation between dreams/flashbacks and real life though and that
was largely thanks to the colour pallet, particularly early on. Louis'
happier moments are awash with golds and reds and other warm colours,
while the more melancholic present day scenes had a cold, blue hue. The
scenes with the creature also seemed to have a subtle hint of green to
them as well.Louis Drax is certain to be another one of those movies I put on the
pile of 'movies I love that everyone else hates', but I don't care.
It's story is intriguing with interesting developments as it goes
along, despite it's missteps and shifts in tone, the character work is
a good attempt even if it doesn't always land the mark, and it's visual
appearance is a feast for the eyes even if it isn't particularly
innovative or creative. I give Louis Drax a very good 8/10, but also
acknowledge it's not a movie that will suit everyone's tastes. I
thoroughly enjoyed it, but I was also open to and prepared for
something a bit off-the-wall.",108,2016
320,3.0,2.7,"i never expect much of movies these days as I've been burned so many
times, so i always go in expecting the worse. This is a pretty decent
film for what it is. The cast for the most part are likable (except the
older sister who i couldn't stand), the locations while not
outrageously exciting or exotic, provide just enough to make do.
There's bits of nudity so cant complain there, the odd funny scene and
wtf/awww yeah moment. That said there's some sound issues where the
sound will just go skitzo, luckily this isn't a common occurrence so
can be over looked. I think if this had a big budget it could be truly
epic. So on that basis i give it a 10/10 based on it being a B-movie.
There's way way worse to spend a couple of hours, believe me",90,2015
321,7.0,6.1,"I really like the Fanning sisters so I'll basically watch anything with
them. I was also curious about this film because its the directional
debut of Ewan McGregor. I went in blind not knowing what the film would
bring but it seemed to have a strong cast, and for the little buzz it
generated it remained something that I really wanted to check out. I
think its a solid debut for McGregor as a filmmaker but can't escape
being too dull at times.The film is based on a novel about a family with a daughter with a
speech impediment. She witnesses a traumatic scene of the infamous monk
setting himself on fire in television. After this childhood incident
Merry (Fanning's character) becomes a radical opponent of war. She
starts out vehemently opposing Lyndon Johnson and the war efforts but
eventually becomes the culprit in a murder after a bomb goes off. Swede
(Ewan McGregor) spends most of the film trying to find his estranged
daughter and find out why she is the way she is.I think the film has strong performances as you would expect from the
cast of this caliber. You immediately see the disenchantment of youth
in Fanning's character and understand how radical she is in her
anti-war stance. Her pained relationship with her mother is stated
quite well, and the uncomfortably in it drives her mother mad. I had no
problems with the character interactions, however the film cannot
escape feeling dull and prolonged. You don't care enough to follow
Swede as he tries to find his daughter, and when you finally find her,
its just very underwhelming.Its hard to care for Fanning's character as she's unlikable from the
get go. The film doesn't offer much else outside of a quest for a
character you'd rather remain lost. The method of storytelling does not
always prosper as it goes through periods of stalling and the payoff
isn't really entertaining. It gets very lost in an antiwar shuffle and
remains shallow despite trying to go deep. I'd say its exciting to see
McGregor get behind the camera but his first adaptation does not have
enough life.6/10",108,2016
322,12.166666666666666,7.1,"This movie is an interesting take on the JLD run. I do not agree with
everything it does, but I do believe it holds it's own. One complaint
people new to the magics of the DCU may have is that Zatana and
Constantine seem to have limitless power. Trust me there are lomits,
it's just this is a short animated piece, that really doesn't have time
to go into that. If you can overlook that, then this movie will entertain you, but it
will fall short if they never do anything with JLD again. Over all the
animation is toght, the plot is dense with out seeming to rushed, and
they got personalities right.",75,2017
323,11.0,5.4,"One things for sure; There's never a dull moment in this awesome
B-movie from Sergio Martino!The story centres around a Cyborg with a conscience who goes on the run
after deliberately failing his mission to assassinate a blind
professor. None too impressed by this sudden humanitarian leaning
however, the cyborgs' boss (John Saxon) decides to have our hero wiped
out.Meanwhile our cyborg seeks solace at a diner in the middle of the
Arizona desert where he hopes to be left alone. Unfortunately, he just
seems to attract trouble like a dog turd does flies and even in this
desolate location he manages to get on the wrong side of some local
truckers headed by big George Eastman who challenges our hero to an arm
wrestling bout.Various bar brawls and further trouble ensue until a sadistic hit-man
and the corporate goons eventually catch up with our man and attempt to
take care of him for good.OK so it's obvious that this was made on the cheap but frankly who
cares; the action never lets up for a second and is backed by a cool
thumping Claudio Simonetti score throughout.Daniel Greene is admittedly wooden as the lead but nonetheless proves
to be perfect physically for the role whilst the supporting cast are
all fine and it's always a pleasure to see the lovely Janet Agren on
screen.Watch out also for a direct scene lift from the Terminator where our
hero performs some self surgery on his forearm!Tremendously enjoyable from start to finish! If only all films were
this much fun!",94,1986
324,11.5,6.9,"Two orphaned boys, Mike (Michael Baldwin) and Jody (Bill Thornbury)
notice some strange things happening at Morningside Mortuary. Bodies
are disappearing from coffins; a lady in lavender has sex with men in
the graveyard and then stabs them to death; little midgets in brown
cloaks (making sounds like lions) are roaming about and there's a
flying silver orb with spikes that embeds itself in people's heads! And
then there's the Tall Man (Angus Scrimm) overseeing it all...Soon Mike,
Jody and their friend Reggie (Reggie Bannister) are fighting for their
lives...The story is pretty thin (and REALLY out of whack at the end), the
acting dismal, there's no characterizations or depth and some of the
special effects are horrible but...this is STILL a classic horror film.
It takes a while to get going (nothing much happens in the first half
hour), but when it does there's scarcely a letup. Action leaps into
high gear, there's some fairly graphic gore (including the now infamous
flying sphere killing), there are plenty of scenes guaranteed to make
you jump and the music score is very spooky...right up there with
""Halloween"". Also some of the special effects are impressive
(considering there was no budget). Also Bill Thornbury is a VERY
attractive man and there's gratuitous male and female nudity. What's
even more surprising is Don Coscarelli wrote, produced, directed AND
edited this at the age of 24! He's never matched it since and all the
sequels really suck...but this stands alone as a classic. A must-see
for all horror fans. Also Scrimm is EXCELLENT (and damn scary) as the
Tall Man.Trivia: This was awarded an X rating FOUR TIMES because of the sphere
killing...Coscarelli went all the way to the head of the ratings board
who overturned it and gave it an R--a rare occurrence that the ratings
board kept in a gore scene!",88,1979
325,14.0,5.7,"though i probably wouldn't have then watched it, but that's my point.
but u never know right? there are some films that get a low rating or
people dislike & i think are great (not tons, but a sprinkling) &
others that are very highly rated & reviewed that i think are soooo
overrated! anyway, i wouldn't say this film was ""bad"". i don't regret
seeing it per se. i regret paying 3 different times on PPV because
there was always some type of issue going on. AND i love krysten ritter
(though she's getting pretty typecast now, coulda been her exact
""breaking bad"" character, et al), & iggy pop was in it (LOVE), a lot of
great actors in cameos basically. it was just kinda bleh. i was going
to say nothing happened, but stuff did happen, it just was kinda
pointless & didn't really make me feel anything one way or another.
THAT is how i judge films, on what & how much they make me feel! along
w/plot, character, storyline, acting, etc etc. cheers :)",90,2014
